期号,开奖日期,销售额,奖池,直选注数,直选单注奖金,组选3注数,组选3单注奖金,组选6注数,组选6单注奖金
09208,2009-08-03,,0.0,8040,1000,0,,19661,160
09209,2009-08-04,,0.0,7046,1000,0,,27383,160
09210,2009-08-05,,0.0,10415,1000,0,,17739,160
09211,2009-08-06,,0.0,14172,1000,0,,44998,160
09212,2009-08-07,,0.0,11368,1000,0,,33592,160
09213,2009-08-08,,0.0,15811,1000,0,,25396,160
09214,2009-08-09,,0.0,6398,1000,0,,18336,160
09215,2009-08-10,,0.0,23189,1000,0,,45811,160
09216,2009-08-11,,0.0,3670,1000,0,,18669,160
09217,2009-08-12,,0.0,17240,1000,18923,320,0,
09218,2009-08-13,,0.0,6637,1000,7040,320,0,
09219,2009-08-14,,0.0,10082,1000,0,,23595,160
09220,2009-08-15,,0.0,15077,1000,0,,22657,160
09221,2009-08-16,,0.0,6230,1000,9081,320,0,
09222,2009-08-17,,0.0,9861,1000,9589,320,0,
09223,2009-08-18,,0.0,2910,1000,2474,320,0,
09224,2009-08-19,,0.0,19180,1000,0,,39475,160
09225,2009-08-20,,0.0,5640,1000,9231,320,0,
09226,2009-08-21,,0.0,6591,1000,0,,18954,160
09227,2009-08-22,,0.0,8972,1000,0,,19622,160
09228,2009-08-23,,0.0,5184,1000,0,,9509,160
09229,2009-08-24,,0.0,22569,1000,0,,48071,160
09230,2009-08-25,,0.0,14692,1000,12493,320,0,
09231,2009-08-26,,0.0,5756,1000,0,,30799,160
09232,2009-08-27,,0.0,13517,1000,0,,49637,160
09233,2009-08-28,,0.0,9825,1000,0,,21074,160
09234,2009-08-29,,0.0,3220,1000,0,,14456,160
09235,2009-08-30,,0.0,3504,1000,0,,13030,160
09236,2009-08-31,,0.0,15639,1000,0,,19721,160
09237,2009-09-01,,0.0,8363,1000,0,,15169,160
09238,2009-09-02,,0.0,15458,1000,0,,38622,160
09239,2009-09-03,,0.0,4888,1000,0,,21765,160
09240,2009-09-04,,0.0,9845,1000,0,,20547,160
09241,2009-09-05,,0.0,7446,1000,0,,24689,160
09242,2009-09-06,,0.0,7360,1000,15690,320,0,
09243,2009-09-07,,0.0,6376,1000,0,,16951,160
09244,2009-09-08,,0.0,23957,1000,0,,39429,160
09245,2009-09-09,,0.0,9338,1000,0,,28956,160
09246,2009-09-10,,0.0,7219,1000,6679,320,0,
09247,2009-09-11,,0.0,8404,1000,0,,23878,160
09248,2009-09-12,,0.0,4855,1000,0,,18803,160
09249,2009-09-13,,0.0,6659,1000,0,,14857,160
09250,2009-09-14,,0.0,14380,1000,0,,37255,160
09251,2009-09-15,,0.0,11641,1000,0,,20984,160
09252,2009-09-16,,0.0,4449,1000,6314,320,0,
09253,2009-09-17,,0.0,4682,1000,0,,11821,160
09254,2009-09-18,,0.0,8566,1000,0,,13535,160
09255,2009-09-19,,0.0,6338,1000,0,,15365,160
09256,2009-09-20,,0.0,9682,1000,12319,320,0,
09257,2009-09-21,,0.0,6778,1000,0,,15077,160
09258,2009-09-22,,0.0,8794,1000,0,,18844,160
09259,2009-09-23,,0.0,12172,1000,11794,320,0,
09260,2009-09-24,,0.0,22871,1000,0,,41493,160
09261,2009-09-25,,0.0,8868,1000,10322,320,0,
09262,2009-09-26,,0.0,5637,1000,0,,16477,160
09263,2009-09-27,,0.0,6174,1000,5072,320,0,
09264,2009-09-28,,0.0,6454,1000,4317,320,0,
09265,2009-09-29,,0.0,9495,1000,7930,320,0,
09266,2009-09-30,,0.0,4675,1000,0,,11892,160
09267,2009-10-01,,0.0,4959,1000,3991,320,0,
09268,2019-10-08,,0.0,5810,1000,0,,16924,160
09269,2009-10-03,,0.0,8737,1000,0,,27668,160
09270,2009-10-04,,0.0,9788,1000,0,,24763,160
09271,2009-10-05,,0.0,10494,1000,0,,23228,160
09272,2009-10-06,,0.0,2994,1000,0,,16090,160
09273,2009-10-07,,0.0,22503,1000,0,,19369,160
09274,2009-10-08,,0.0,6914,1000,0,,18311,160
09275,2009-10-09,,0.0,4037,1000,0,,10525,160
09276,2009-10-10,,0.0,4014,1000,0,,9387,160
09277,2009-10-11,,0.0,11004,1000,0,,16956,160
09278,2009-10-12,,0.0,9648,1000,0,,27370,160
09279,2009-10-13,,0.0,4381,1000,0,,12915,160
09280,2009-10-14,,0.0,11867,1000,15810,320,0,
09281,2009-10-15,,0.0,8713,1000,0,,15889,160
09282,2009-10-16,,0.0,7972,1000,0,,10727,160
09283,2009-10-17,,0.0,39226,1000,0,,35855,160
09284,2009-10-18,,0.0,5815,1000,8011,320,0,
09285,2009-10-19,,0.0,12716,1000,14495,320,0,
09286,2009-10-20,,0.0,6576,1000,0,,14437,160
09287,2009-10-21,,0.0,15704,1000,0,,36033,160
09288,2009-10-22,,0.0,3159,1000,0,,8847,160
09289,2009-10-23,,0.0,16248,1000,0,,18940,160
09290,2009-10-24,,0.0,2582,1000,0,,5647,160
09291,2009-10-25,,0.0,9517,1000,0,,19080,160
09292,2009-10-26,,0.0,7725,1000,12665,320,0,
09293,2009-10-27,,0.0,7348,1000,0,,17578,160
09294,2009-10-28,,0.0,14507,1000,0,,24696,160
09295,2009-10-29,,0.0,2869,1000,5064,320,0,
09296,2009-10-30,,0.0,4887,1000,4790,320,0,
09297,2009-10-31,,0.0,2749,1000,0,,8365,160
09298,2009-11-01,,0.0,4674,1000,4083,320,0,
09299,2009-11-02,,0.0,3415,1000,5276,320,0,
09300,2009-11-03,,0.0,14672,1000,0,,26044,160
09301,2009-11-04,,0.0,3444,1000,4434,320,0,
09302,2009-11-05,,0.0,31096,1000,0,,34457,160
09303,2009-11-06,,0.0,6432,1000,0,,19347,160
09304,2009-11-07,,0.0,12479,1000,0,,27160,160
09305,2009-11-08,,0.0,8654,1000,0,,26181,160
09306,2009-11-09,,0.0,3443,1000,0,,12327,160
09307,2009-11-10,,0.0,16969,1000,0,,21067,160
09308,2009-11-11,,0.0,17840,1000,0,,28316,160
09309,2009-11-12,,0.0,4468,1000,10180,320,0,
09310,2009-11-13,,0.0,10189,1000,12132,320,0,
09311,2009-11-14,,0.0,3688,1000,4908,320,0,
09312,2009-11-15,,0.0,3778,1000,3900,320,0,
09313,2009-11-16,,0.0,4796,1000,0,,9434,160
09314,2009-11-17,,0.0,15421,1000,9698,320,0,
09315,2009-11-18,,0.0,12448,1000,0,,13085,160
09316,2009-11-19,,0.0,6328,1000,0,,18640,160
09317,2009-11-20,,0.0,8208,1000,0,,14372,160
09318,2009-11-21,,0.0,11739,1000,0,,23794,160
09319,2009-11-22,,0.0,11986,1000,0,,25259,160
09320,2009-11-23,,0.0,10217,1000,18402,320,0,
09321,2009-11-24,,0.0,7380,1000,0,,17430,160
09322,2009-11-25,,0.0,5348,1000,5569,320,0,
09323,2009-11-26,,0.0,5736,1000,4542,320,0,
09324,2009-11-27,,0.0,5161,1000,0,,11026,160
09325,2009-11-28,,0.0,5585,1000,7150,320,0,
09326,2009-11-29,,0.0,4168,1000,5343,320,0,
09327,2009-11-30,,0.0,5446,1000,0,,16013,160
09328,2009-12-01,,0.0,13444,1000,0,,24495,160
09329,2009-12-02,,0.0,14804,1000,0,,21071,160
09330,2009-12-03,,0.0,6879,1000,0,,19819,160
09331,2009-12-04,,0.0,11138,1000,0,,20910,160
09332,2009-12-05,,0.0,7166,1000,0,,8109,160
09333,2009-12-06,,0.0,8736,1000,0,,11962,160
09334,2009-12-07,,0.0,9339,1000,0,,18589,160
09335,2009-12-08,,0.0,4408,1000,0,,7517,160
09336,2009-12-09,,0.0,15146,1000,0,,35067,160
09337,2009-12-10,,0.0,5412,1000,0,,15195,160
09338,2009-12-11,,0.0,3385,1000,0,,13413,160
09339,2009-12-12,,0.0,4922,1000,0,,14254,160
09340,2009-12-13,,0.0,3811,1000,0,,13165,160
09341,2009-12-14,,0.0,12298,1000,34219,320,0,
09342,2009-12-15,,0.0,4824,1000,0,,18195,160
09343,2009-12-16,,0.0,7801,1000,0,,11429,160
09344,2009-12-17,,0.0,6733,1000,0,,22691,160
09345,2009-12-18,,0.0,11108,1000,0,,14158,160
09346,2009-12-19,,0.0,7529,1000,6171,320,0,
09347,2009-12-20,,0.0,17268,1000,0,,15887,160
09348,2009-12-21,,0.0,6041,1000,0,,14928,160
09349,2009-12-22,,0.0,6228,1000,0,,14269,160
09350,2009-12-23,,0.0,6417,1000,10304,320,0,
09351,2009-12-24,,0.0,9776,1000,0,,18664,160
09352,2009-12-25,,0.0,8673,1000,9997,320,0,
09353,2009-12-26,,0.0,8870,1000,7750,320,0,
09354,2009-12-27,,0.0,6812,1000,0,,14157,160
09355,2009-12-28,,0.0,8155,1000,9739,320,0,
09356,2009-12-29,,0.0,12393,1000,0,,16771,160
09357,2009-12-30,,0.0,10749,1000,8714,320,0,
09358,2009-12-31,,0.0,25061,1000,0,,27010,160
10001,2010-01-01,,0.0,4083,1000,0,,9436,160
10002,2010-01-02,,0.0,12133,1000,0,,31881,160
10003,2010-01-03,,0.0,4690,1000,0,,15770,160
10004,2010-01-04,,0.0,9004,1000,7212,320,0,
10005,2010-01-05,,0.0,10066,1000,0,,27884,160
10006,2010-01-06,,0.0,13110,1000,0,,29578,160
10007,2010-01-07,,0.0,9133,1000,0,,17364,160
10008,2010-01-08,,0.0,14686,1000,0,,29782,160
10009,2010-01-09,,0.0,5366,1000,0,,26525,160
10010,2010-01-10,,0.0,7243,1000,10946,320,0,
10011,2010-01-11,,0.0,3740,1000,0,,11895,160
10012,2010-01-12,,0.0,4753,1000,5939,320,0,
10013,2010-01-13,,0.0,11781,1000,0,,29561,160
10014,2010-01-14,,0.0,14454,1000,0,,15271,160
10015,2010-01-15,,0.0,8280,1000,0,,17114,160
10016,2010-01-16,,0.0,24029,1000,0,,23783,160
10017,2010-01-17,,0.0,9233,1000,13828,320,0,
10018,2010-01-18,,0.0,16252,1000,0,,28993,160
10019,2010-01-19,,0.0,7109,1000,0,,16312,160
10020,2010-01-20,,0.0,4906,1000,0,,12108,160
10021,2010-01-21,,0.0,2989,1000,0,,11795,160
10022,2010-01-22,,0.0,4621,1000,0,,7673,160
10023,2010-01-23,,0.0,10506,1000,0,,16009,160
10024,2010-01-24,,0.0,12780,1000,0,,21566,160
10025,2010-01-25,,0.0,30521,1000,0,,40421,160
10026,2010-01-26,,0.0,13060,1000,0,,24971,160
10027,2010-01-27,,0.0,5847,1000,7584,320,0,
10028,2010-01-28,,0.0,9280,1000,0,,20240,160
10029,2010-01-29,,0.0,6421,1000,5603,320,0,
10030,2010-01-30,,0.0,4402,1000,0,,10209,160
10031,2010-01-31,,0.0,4059,1000,0,,6199,160
10032,2010-02-01,,0.0,3223,1000,0,,10731,160
10033,2010-02-02,,0.0,11423,1000,7875,320,0,
10034,2010-02-03,,0.0,4632,1000,0,,11603,160
10035,2010-02-04,,0.0,5810,1000,0,,21689,160
10036,2010-02-05,,0.0,6611,1000,0,,17684,160
10037,2010-02-06,,0.0,7102,1000,11964,320,0,
10038,2010-02-07,,0.0,5347,1000,0,,11768,160
10039,2010-02-08,,0.0,4084,1000,5198,320,0,
10040,2010-02-09,,0.0,7430,1000,0,,16454,160
10041,2010-02-10,,0.0,14296,1000,0,,26110,160
10042,2010-02-11,,0.0,3289,1000,0,,7585,160
10043,2010-02-12,,0.0,3419,1000,0,,9737,160
10044,2010-02-20,,0.0,3383,1000,0,,10762,160
10045,2010-02-21,,0.0,10618,1000,0,,25841,160
10046,2010-02-22,,0.0,6054,1000,0,,16470,160
10047,2010-02-23,,0.0,2945,1000,5212,320,0,
10048,2010-02-24,,0.0,3625,1000,2684,320,0,
10049,2010-02-25,,0.0,9642,1000,0,,18769,160
10050,2010-02-26,,0.0,27485,1000,0,,46966,160
10051,2010-02-27,,0.0,4340,1000,0,,19371,160
10052,2010-02-28,,0.0,3066,1000,0,,7841,160
10053,2010-03-01,,0.0,13127,1000,0,,16923,160
10054,2010-03-02,,0.0,7239,1000,0,,24674,160
10055,2010-03-03,,0.0,3671,1000,0,,10340,160
10056,2010-03-04,,0.0,6010,1000,0,,15769,160
10057,2010-03-05,,0.0,6389,1000,0,,10745,160
10058,2010-03-06,,0.0,5828,1000,9754,320,0,
10059,2010-03-07,,0.0,29274,1000,0,,27501,160
10060,2010-03-08,,0.0,4468,1000,0,,12375,160
10061,2010-03-09,,0.0,4243,1000,0,,10935,160
10062,2010-03-10,,0.0,12113,1000,0,,19893,160
10063,2010-03-11,,0.0,5190,1000,9660,320,0,
10064,2010-03-12,,0.0,10208,1000,0,,14838,160
10065,2010-03-13,,0.0,3307,1000,0,,11090,160
10066,2010-03-14,,0.0,5362,1000,0,,14881,160
10067,2010-03-15,,0.0,6079,1000,7907,320,0,
10068,2010-03-16,,0.0,6248,1000,0,,28279,160
10069,2010-03-17,,0.0,13044,1000,0,,16194,160
10070,2010-03-18,,0.0,4855,1000,4110,320,0,
10071,2010-03-19,,0.0,13789,1000,0,,23521,160
10072,2010-03-20,,0.0,4644,1000,0,,13135,160
10073,2010-03-21,,0.0,20522,1000,0,,0,
10074,2010-03-22,,0.0,7844,1000,0,,18562,160
10075,2010-03-23,,0.0,9167,1000,0,,28667,160
10076,2010-03-24,,0.0,11261,1000,0,,26454,160
10077,2010-03-25,,0.0,6242,1000,7795,320,0,
10078,2010-03-26,,0.0,15891,1000,0,,23232,160
10079,2010-03-27,,0.0,3431,1000,0,,8238,160
10080,2010-03-28,,0.0,7379,1000,0,,22412,160
10081,2010-03-29,,0.0,9101,1000,0,,17141,160
10082,2010-03-30,,0.0,7867,1000,0,,16383,160
10083,2010-03-31,,0.0,6323,1000,0,,16524,160
10084,2010-04-01,,0.0,5621,1000,8448,320,0,
10085,2010-04-02,,0.0,5624,1000,0,,9996,160
10086,2010-04-03,,0.0,6215,1000,0,,11321,160
10087,2010-04-04,,0.0,5047,1000,0,,13218,160
10088,2010-04-05,,0.0,8102,1000,0,,15078,160
10089,2010-04-06,,0.0,7614,1000,0,,15208,160
10090,2010-04-07,,0.0,11418,1000,0,,15506,160
10091,2010-04-08,,0.0,4622,1000,7950,320,0,
10092,2010-04-09,,0.0,12226,1000,0,,18183,160
10093,2010-04-10,,0.0,7026,1000,0,,27236,160
10094,2010-04-11,,0.0,7797,1000,0,,21845,160
10095,2010-04-12,,0.0,10529,1000,0,,22828,160
10096,2010-04-13,,0.0,9547,1000,0,,19918,160
10097,2010-04-14,,0.0,16717,1000,0,,26550,160
10098,2010-04-15,,0.0,6411,1000,0,,19539,160
10099,2010-04-16,,0.0,11053,1000,0,,26491,160
10100,2010-04-17,,0.0,7547,1000,0,,13004,160
10101,2010-04-18,,0.0,14386,1000,0,,12882,160
10102,2010-04-19,,0.0,33519,1000,0,,0,
10103,2010-04-20,,0.0,4118,1000,0,,13708,160
10104,2010-04-21,,0.0,4912,1000,9445,320,0,
10105,2010-04-22,,0.0,3162,1000,0,,9973,160
10106,2010-04-23,,0.0,12278,1000,0,,24257,160
10107,2010-04-24,,0.0,10749,1000,0,,28674,160
10108,2010-04-25,,0.0,4928,1000,0,,10529,160
10109,2010-04-26,,0.0,7744,1000,8268,320,0,
10110,2010-04-27,,0.0,8401,1000,0,,17461,160
10111,2010-04-28,,0.0,2938,1000,0,,10701,160
10112,2010-04-29,,0.0,7647,1000,10401,320,0,
10113,2010-04-30,,0.0,9947,1000,0,,22736,160
10114,2010-05-01,,0.0,2097,1000,0,,5356,160
10115,2010-05-02,,0.0,9134,1000,6662,320,0,
10116,2010-05-03,,0.0,9495,1000,0,,12477,160
10117,2010-05-04,,0.0,5897,1000,6496,320,0,
10118,2010-05-05,,0.0,8762,1000,0,,25451,160
10119,2010-05-06,,0.0,4370,1000,3922,320,0,
10120,2010-05-07,,0.0,13999,1000,0,,17538,160
10121,2010-05-08,,0.0,16410,1000,0,,18950,160
10122,2010-05-09,,0.0,7597,1000,0,,15158,160
10123,2010-05-10,,0.0,6410,1000,0,,12421,160
10124,2010-05-11,,0.0,21675,1000,0,,48106,160
10125,2010-05-12,,0.0,12843,1000,11896,320,0,
10126,2010-05-13,,0.0,8655,1000,0,,21277,160
10127,2010-05-14,,0.0,6343,1000,7025,320,0,
10128,2010-05-15,,0.0,11764,1000,0,,24574,160
10129,2010-05-16,,0.0,7738,1000,5858,320,0,
10130,2010-05-17,,0.0,8345,1000,0,,16783,160
10131,2010-05-18,,0.0,3854,1000,5202,320,0,
10132,2010-05-19,,0.0,4068,1000,4267,320,0,
10133,2010-05-20,,0.0,2476,1000,3352,320,0,
10134,2010-05-21,,0.0,9991,1000,0,,19913,160
10135,2010-05-22,,0.0,10398,1000,0,,19322,160
10136,2010-05-23,,0.0,13126,1000,0,,23858,160
10137,2010-05-24,,0.0,3517,1000,5582,320,0,
10138,2010-05-25,,0.0,8982,1000,0,,22219,160
10139,2010-05-26,,0.0,7535,1000,0,,23494,160
10140,2010-05-27,,0.0,19863,1000,0,,26554,160
10141,2010-05-28,,0.0,10248,1000,0,,24799,160
10142,2010-05-29,,0.0,5575,1000,0,,11189,160
10143,2010-05-30,,0.0,7655,1000,0,,14963,160
10144,2010-05-31,,0.0,5684,1000,9746,320,0,
10145,2010-06-01,,0.0,11836,1000,0,,24824,160
10146,2010-06-02,,0.0,6841,1000,0,,27238,160
10147,2010-06-03,,0.0,2760,1000,3729,320,0,
10148,2010-06-04,,0.0,8616,1000,0,,24919,160
10149,2010-06-05,,0.0,9529,1000,0,,28555,160
10150,2010-06-06,,0.0,3759,1000,3502,320,0,
10151,2010-06-07,,0.0,4921,1000,0,,12484,160
10152,2010-06-08,,0.0,4680,1000,4340,320,0,
10153,2010-06-09,,0.0,1459,1000,1668,320,0,
10154,2010-06-10,,0.0,4673,1000,0,,13297,160
10155,2010-06-11,,0.0,4417,1000,6235,320,0,
10156,2010-06-12,,0.0,6147,1000,0,,15305,160
10157,2010-06-13,,0.0,5725,1000,0,,14359,160
10158,2010-06-14,,0.0,5354,1000,0,,6194,160
10159,2010-06-15,,0.0,8079,1000,9580,320,0,
10160,2010-06-16,,0.0,3793,1000,3492,320,0,
10161,2010-06-17,,0.0,12551,1000,0,,32159,160
10162,2010-06-18,,0.0,8414,1000,0,,13073,160
10163,2010-06-19,,0.0,3684,1000,0,,9716,160
10164,2010-06-20,,0.0,6143,1000,0,,15794,160
10165,2010-06-21,,0.0,5923,1000,0,,7631,160
10166,2010-06-22,,0.0,14340,1000,0,,22534,160
10167,2010-06-23,,0.0,4869,1000,0,,14477,160
10168,2010-06-24,,0.0,9168,1000,9324,320,0,
10169,2010-06-25,,0.0,6798,1000,5892,320,0,
10170,2010-06-26,,0.0,10855,1000,0,,20779,160
10171,2010-06-27,,0.0,3294,1000,3812,320,0,
10172,2010-06-28,,0.0,4712,1000,0,,15010,160
10173,2010-06-29,,0.0,5541,1000,0,,14229,160
10174,2010-06-30,,0.0,6159,1000,0,,17011,160
10175,2010-07-01,,0.0,9360,1000,0,,18412,160
10176,2010-07-02,,0.0,5571,1000,6788,320,0,
10177,2010-07-03,,0.0,6986,1000,0,,12903,160
10178,2010-07-04,,0.0,13631,1000,0,,18681,160
10179,2010-07-05,,0.0,13823,1000,0,,18018,160
10180,2010-07-06,,0.0,5404,1000,8705,320,0,
10181,2010-07-07,,0.0,6099,1000,0,,7754,160
10182,2010-07-08,,0.0,14500,1000,0,,29641,160
10183,2010-07-09,,0.0,7952,1000,13009,320,0,
10184,2010-07-10,,0.0,6006,1000,0,,16449,160
10185,2010-07-11,,0.0,9994,1000,0,,16974,160
10186,2010-07-12,,0.0,5636,1000,0,,15855,160
10187,2010-07-13,,0.0,5375,1000,0,,13729,160
10188,2010-07-14,,0.0,11662,1000,0,,19055,160
10189,2010-07-15,,0.0,9059,1000,0,,14975,160
10190,2010-07-16,,0.0,16438,1000,13458,320,0,
10191,2010-07-17,,0.0,20046,1000,13605,320,0,
10192,2010-07-18,,0.0,6612,1000,0,,16645,160
10193,2010-07-19,,0.0,15197,1000,0,,0,
10194,2010-07-20,,0.0,6931,1000,0,,10794,160
10195,2010-07-21,,0.0,9992,1000,0,,17061,160
10196,2010-07-22,,0.0,13660,1000,0,,22990,160
10197,2010-07-23,,0.0,5218,1000,6028,320,0,
10198,2010-07-24,,0.0,7415,1000,5692,320,0,
10199,2010-07-25,,0.0,4664,1000,4264,320,0,
10200,2010-07-26,,0.0,4616,1000,0,,10345,160
10201,2010-07-27,,0.0,6536,1000,0,,12729,160
10202,2010-07-28,,0.0,4000,1000,0,,7592,160
10203,2010-07-29,,0.0,5108,1000,0,,8422,160
10204,2010-07-30,,0.0,2294,1000,0,,6293,160
10205,2010-07-31,,0.0,5145,1000,0,,12258,160
10206,2010-08-01,,0.0,7089,1000,10438,320,0,
10207,2010-08-02,,0.0,11363,1000,7767,320,0,
10208,2010-08-03,,0.0,16121,1000,0,,40249,160
10209,2010-08-04,,0.0,4050,1000,0,,7897,160
10210,2010-08-05,,0.0,9100,1000,0,,12192,160
10211,2010-08-06,,0.0,13895,1000,0,,18928,160
10212,2010-08-07,,0.0,14421,1000,0,,20863,160
10213,2010-08-08,,0.0,9879,1000,0,,17295,160
10214,2010-08-09,,0.0,7124,1000,0,,10057,160
10215,2010-08-10,,0.0,14951,1000,19567,320,0,
10216,2010-08-11,,0.0,5493,1000,0,,14398,160
10217,2010-08-12,,0.0,8412,1000,0,,24655,160
10218,2010-08-13,,0.0,12622,1000,0,,21729,160
10219,2010-08-14,,0.0,3360,1000,0,,15230,160
10220,2010-08-15,,0.0,3434,1000,0,,13903,160
10221,2010-08-16,,0.0,7086,1000,0,,21826,160
10222,2010-08-17,,0.0,11174,1000,0,,18628,160
10223,2010-08-18,,0.0,16765,1000,0,,17717,160
10224,2010-08-19,,0.0,2550,1000,0,,9113,160
10225,2010-08-20,,0.0,7736,1000,18323,320,0,
10226,2010-08-21,,0.0,4941,1000,0,,12116,160
10227,2010-08-22,,0.0,10898,1000,0,,14898,160
10228,2010-08-23,,0.0,12480,1000,0,,21851,160
10229,2010-08-24,,0.0,5485,1000,6243,320,0,
10230,2010-08-25,,0.0,11352,1000,0,,30893,160
10231,2010-08-26,,0.0,5706,1000,5507,320,0,
10232,2010-08-27,,0.0,17712,1000,0,,30912,160
10233,2010-08-28,,0.0,7359,1000,0,,21624,160
10234,2010-08-29,,0.0,9103,1000,0,,14543,160
10235,2010-08-30,,0.0,4227,1000,3939,320,0,
10236,2010-08-31,,0.0,5364,1000,0,,11309,160
10237,2010-09-01,,0.0,3633,1000,0,,7264,160
10238,2010-09-02,,0.0,10245,1000,0,,20222,160
10239,2010-09-03,,0.0,17007,1000,11227,320,0,
10240,2010-09-04,,0.0,2982,1000,3132,320,0,
10241,2010-09-05,,0.0,8731,1000,0,,27358,160
10242,2010-09-06,,0.0,11113,1000,0,,19757,160
10243,2010-09-07,,0.0,9179,1000,15753,320,0,
10244,2010-09-08,,0.0,3969,1000,0,,21555,160
10245,2010-09-09,,0.0,2045,1000,3349,320,0,
10246,2010-09-10,,0.0,8470,1000,0,,15184,160
10247,2010-09-11,,0.0,3324,1000,2993,320,0,
10248,2010-09-12,,0.0,6368,1000,0,,9245,160
10249,2010-09-13,,0.0,6154,1000,0,,17955,160
10250,2010-09-14,,0.0,4229,1000,0,,10746,160
10251,2010-09-15,,0.0,5241,1000,0,,10623,160
10252,2010-09-16,,0.0,2808,1000,4591,320,0,
10253,2010-09-17,,0.0,16751,1000,0,,34396,160
10254,2010-09-18,,0.0,10290,1000,0,,24991,160
10255,2010-09-19,,0.0,12107,1000,0,,32598,160
10256,2010-09-20,,0.0,3102,1000,0,,4745,160
10257,2010-09-21,,0.0,8338,1000,7873,320,0,
10258,2010-09-22,,0.0,4535,1000,0,,10723,160
10259,2010-09-23,,0.0,8471,1000,0,,22138,160
10260,2010-09-24,,0.0,6158,1000,5829,320,0,
10261,2010-09-25,,0.0,8851,1000,0,,0,
10262,2010-09-26,,0.0,11562,1000,0,,23801,160
10263,2010-09-27,,0.0,15230,1000,0,,25338,160
10264,2010-09-28,,0.0,7408,1000,7968,320,0,
10265,2010-09-29,,0.0,7416,1000,0,,18470,160
10266,2010-09-30,,0.0,7987,1000,0,,21182,160
10267,2010-10-01,,0.0,13341,1000,0,,13278,160
10268,2010-10-02,,0.0,5186,1000,0,,14308,160
10269,2010-10-03,,0.0,3831,1000,0,,11150,160
10270,2010-10-04,,0.0,6840,1000,10294,320,0,
10271,2010-10-05,,0.0,5284,1000,0,,11073,160
10272,2010-10-06,,0.0,16990,1000,0,,26630,160
10273,2010-10-07,,0.0,5987,1000,7109,320,0,
10274,2010-10-08,,0.0,1983,1000,2337,320,0,
10275,2010-10-09,,0.0,6548,1000,0,,23875,160
10276,2010-10-10,,0.0,3602,1000,0,,13162,160
10277,2010-10-11,,0.0,13054,1000,0,,21909,160
10278,2010-10-12,,0.0,8652,1000,5888,320,0,
10279,2010-10-13,,0.0,7369,1000,0,,20876,160
10280,2010-10-14,,0.0,4713,1000,0,,12761,160
10281,2010-10-15,,0.0,10767,1000,0,,32087,160
10282,2010-10-16,,0.0,12622,1000,0,,16800,160
10283,2010-10-17,,0.0,9506,1000,0,,22361,160
10284,2010-10-18,,0.0,3693,1000,0,,8698,160
10285,2010-10-19,,0.0,8349,1000,16068,320,0,
10286,2010-10-20,,0.0,21432,1000,0,,35292,160
10287,2010-10-21,,0.0,5486,1000,0,,20148,160
10288,2010-10-22,,0.0,3348,1000,0,,10477,160
10289,2010-10-23,,0.0,6054,1000,0,,15267,160
10290,2010-10-24,,0.0,11691,1000,12162,320,0,
10291,2010-10-25,,0.0,7094,1000,0,,22185,160
10292,2010-10-26,,0.0,4269,1000,7585,320,0,
10293,2010-10-27,,0.0,3926,1000,0,,11970,160
10294,2010-10-28,,0.0,6665,1000,5595,320,0,
10295,2010-10-29,,0.0,16581,1000,0,,28189,160
10296,2010-10-30,,0.0,5674,1000,6211,320,0,
10297,2010-10-31,,0.0,8141,1000,0,,17196,160
10298,2010-11-01,,0.0,8176,1000,0,,28102,160
10299,2010-11-02,,0.0,7072,1000,9314,320,0,
10300,2010-11-03,,0.0,10406,1000,0,,23340,160
10301,2010-11-04,,0.0,4884,1000,0,,16120,160
10302,2010-11-05,,0.0,6816,1000,0,,19147,160
10303,2010-11-06,,0.0,2894,1000,6131,320,0,
10304,2010-11-07,,0.0,4687,1000,4380,320,0,
10305,2010-11-08,,0.0,10573,1000,0,,22271,160
10306,2010-11-09,,0.0,11130,1000,0,,16013,160
10307,2010-11-10,,0.0,9461,1000,0,,17300,160
10308,2010-11-11,,0.0,2276,1000,5119,320,0,
10309,2010-11-12,,0.0,5742,1000,0,,10373,160
10310,2010-11-13,,0.0,10657,1000,0,,28934,160
10311,2010-11-14,,0.0,13002,1000,0,,21164,160
10312,2010-11-15,,0.0,4077,1000,0,,12818,160
10313,2010-11-16,,0.0,9889,1000,7702,320,0,
10314,2010-11-17,,0.0,5505,1000,0,,17916,160
10315,2010-11-18,,0.0,4707,1000,7899,320,0,
10316,2010-11-19,,0.0,16123,1000,0,,31715,160
10317,2010-11-20,,0.0,17360,1000,0,,19921,160
10318,2010-11-21,,0.0,9792,1000,12011,320,0,
10319,2010-11-22,,0.0,9521,1000,5688,320,0,
10320,2010-11-23,,0.0,4558,1000,0,,13375,160
10321,2010-11-24,,0.0,15189,1000,0,,17606,160
10322,2010-11-25,,0.0,14622,1000,0,,23032,160
10323,2010-11-26,,0.0,18780,1000,21472,320,0,
10324,2010-11-27,,0.0,8002,1000,0,,14138,160
10325,2010-11-28,,0.0,4008,1000,0,,12434,160
10326,2010-11-29,,0.0,8848,1000,0,,30627,160
10327,2010-11-30,,0.0,10069,1000,0,,32518,160
10328,2010-12-01,,0.0,9929,1000,0,,21614,160
10329,2010-12-02,,0.0,10339,1000,18260,320,0,
